web-scraper-order,web-scraper-start-url,links,links-href,date,Brand,Name,Year,Kilometer,capacity,transmission,price,location
"1698942644-337","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=354&sort=modification_date_search.desc","2017 Mitsubishi Pajero Sport 2.4 Dakar SUV - 2,4","https://www.mobil123.com/dijual/mitsubishi-pajero-sport-dakar-jawa-barat-bekasi/12435746","Diperbarui pada: 03 October 2023","Mitsubishi","Pajero Sport","2017","91000 km","7","Automatic","Rp 475.000.000","Jawa Barat"
"1698942647-338","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=354&sort=modification_date_search.desc","2019 Honda HR-V 1.5 E Special Edition SUV - 1,5","https://www.mobil123.com/dijual/honda-hr-v-e-special-edition-jawa-barat-bekasi/12435475","Diperbarui pada: 03 October 2023","Honda","HR-V","2019","68000 km","5","Automatic","Rp 275.000.000","Jawa Barat"
"1698942650-339","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=354&sort=modification_date_search.desc","2018 Toyota Innova Venturer 2.0 Wagon - 2,0 Base Spec","https://www.mobil123.com/dijual/toyota-innova-venturer-jawa-barat-bekasi/12406080","Diperbarui pada: 03 October 2023","Toyota","Innova Venturer","2018","59000 km","7","Automatic","Rp 320.000.000","Jawa Barat"
"1698942653-340","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=354&sort=modification_date_search.desc","2015 Daihatsu Terios 1.5 EXTRA X SUV - 1,5","https://www.mobil123.com/dijual/daihatsu-terios-extra-x-jawa-barat-bekasi/12428579","Diperbarui pada: 03 October 2023","Daihatsu","Terios","2015","146000 km","7","Automatic","Rp 140.000.000","Jawa Barat"
"1698942656-341","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=354&sort=modification_date_search.desc","2022 Hyundai Creta 1.5 Prime Wagon - 1,5","https://www.mobil123.com/dijual/hyundai-creta-prime-jawa-barat-bekasi/12387317","Diperbarui pada: 03 October 2023","Hyundai","Creta","2022","13000 km","5","Automatic","Rp 340.000.000","Jawa Barat"
"1698942659-342","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=354&sort=modification_date_search.desc","2021 Suzuki XL7 1.5 BETA Wagon - 1,5","https://www.mobil123.com/dijual/suzuki-xl7-beta-jawa-barat-bekasi/12379679","Diperbarui pada: 03 October 2023","Suzuki","XL7","2021","38000 km","7","Automatic","Rp 210.000.000","Jawa Barat"
"1698942662-343","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=354&sort=modification_date_search.desc","2008 Toyota Kijang Innova 2.0 G MPV - 2,0","https://www.mobil123.com/dijual/toyota-kijang-innova-g-jawa-barat-bekasi/12644806","Diperbarui pada: 03 October 2023","Toyota","Kijang Innova","2008","193000 km","8","Automatic","Rp 110.000.000","Jawa Barat"
"1698942672-344","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=353&sort=modification_date_search.desc","2013 Honda CR-V 2.0 2 SUV - KM 79rb RECORD GARANSI MESIN d...","https://www.mobil123.com/dijual/honda-cr-v-2-jawa-timur-gubeng/12759173","Diperbarui pada: 03 October 2023","Honda","CR-V","2013","75 - 80K km","5","Automatic","Rp 190.000.000","Jawa Timur"
"1698942675-345","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=353&sort=modification_date_search.desc","2022 Toyota Kijang Innova 2.4 G MPV - KM 9rb RECORD AUTO 2...","https://www.mobil123.com/dijual/toyota-kijang-innova-g-jawa-timur-gubeng/12759243","Diperbarui pada: 03 October 2023","Toyota","Kijang Innova","2022","5 - 10K km","8","Automatic","Rp 385.000.000","Jawa Timur"
"1698942678-346","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=353&sort=modification_date_search.desc","2013 Toyota Yaris 1.5 E Hatchback - KM 95rb RECORD AUTO 20...","https://www.mobil123.com/dijual/toyota-yaris-e-jawa-timur-gubeng/12759284","Diperbarui pada: 03 October 2023","Toyota","Yaris","2013","90 - 95K km","5","Manual","Rp 132.000.000","Jawa Timur"
"1698942681-347","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=353&sort=modification_date_search.desc","2022 Toyota Voxy 2.0 Van Wagon - RECORD AUTO 2000 GARANSI ...","https://www.mobil123.com/dijual/toyota-voxy-jawa-timur-gubeng/12759327","Diperbarui pada: 03 October 2023","Toyota","Voxy","2022","25 - 30K km","7","Automatic","Rp 545.000.000","Jawa Timur"
"1698942684-348","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=353&sort=modification_date_search.desc","2022 Toyota Agya 1.2 GR Sport Hatchback","https://www.mobil123.com/dijual/toyota-agya-gr-sport-dki-jakarta-kelapa-gading/12759331","Diperbarui pada: 03 October 2023","Toyota","Agya","2022","10 - 15K km","5","Automatic","Rp 149.000.000","DKI Jakarta"
"1698942687-349","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=353&sort=modification_date_search.desc","2022 Suzuki Ertiga 1.5 GL MPV - kilometer 81 RECORD pemaka...","https://www.mobil123.com/dijual/suzuki-ertiga-gl-jawa-timur-gubeng/12728754","Diperbarui pada: 03 October 2023","Suzuki","Ertiga","2022","0 - 5K km","7","Manual","Rp 197.000.000","Jawa Timur"
"1698942690-350","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=353&sort=modification_date_search.desc","2022 Suzuki S-Presso 1.0 Hatchback - kilometer 15rb SERVIC...","https://www.mobil123.com/dijual/suzuki-s-presso-jawa-timur-gubeng/12728786","Diperbarui pada: 03 October 2023","Suzuki","S-Presso","2022","10 - 15K km","4","Manual","Rp 128.000.000","Jawa Timur"
"1698942693-351","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=353&sort=modification_date_search.desc","2018 Toyota Avanza 1.3 G MPV - RECORD AUTO 2000 GARANSI ME...","https://www.mobil123.com/dijual/toyota-avanza-g-jawa-timur-krian/12759400","Diperbarui pada: 03 October 2023","Toyota","Avanza","2018","70 - 75K km","7","Manual","Rp 158.000.000","Jawa Timur"
"1698942696-352","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=353&sort=modification_date_search.desc","2020 Honda Jazz 1.5 RS Hatchback","https://www.mobil123.com/dijual/honda-jazz-rs-dki-jakarta-pantai-mutiara/12759428","Diperbarui pada: 03 October 2023","Honda","Jazz","2020","20 - 25K km","5","Automatic","Rp 249.000.000","DKI Jakarta"
"1698942699-353","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=353&sort=modification_date_search.desc","2014 Volkswagen Scirocco 1.4 TSI Hatchback - KM 25.000 ANT...","https://www.mobil123.com/dijual/volkswagen-scirocco-tsi-dki-jakarta-gandaria/12759446","Diperbarui pada: 03 October 2023","Volkswagen","Scirocco","2014","20 - 25K km","4","Automatic","Rp 320.000.000","DKI Jakarta"
"1698942702-354","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=353&sort=modification_date_search.desc","2022 Wuling EV Air ev Long Range Charging Pile Hatchback -...","https://www.mobil123.com/dijual/wuling-ev-air-ev-long-range-charging-pile-banten-gading-serpong/12759421","Diperbarui pada: 03 October 2023","Wuling","EV","2022","5000 km","4","Automatic","Rp 230.000.000","Banten"
"1698942705-355","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=353&sort=modification_date_search.desc","2021 Toyota Land Cruiser 4.5 VX-R SUV","https://www.mobil123.com/dijual/toyota-land-cruiser-vx-r-dki-jakarta-kelapa-gading/12759628","Diperbarui pada: 03 October 2023","Toyota","Land Cruiser","2021","25 - 30K km","8","Automatic","Rp 2.435.000.000","DKI Jakarta"
"1698942708-356","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=353&sort=modification_date_search.desc","2020 Daihatsu Sigra 1.2 R MPV","https://www.mobil123.com/dijual/daihatsu-sigra-r-dki-jakarta-pulo-gadung/12684809","Diperbarui pada: 03 October 2023","Daihatsu","Sigra","2020","50 - 55K km","7","Manual","Rp 127.000.000","DKI Jakarta"
"1698942711-357","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=353&sort=modification_date_search.desc","2022 Toyota Veloz 1.5 Q Wagon","https://www.mobil123.com/dijual/toyota-veloz-q-dki-jakarta-cempaka-putih/12759759","Diperbarui pada: 03 October 2023","Toyota","Veloz","2022","5 - 10K km","7","Automatic","Rp 252.000.000","DKI Jakarta"
"1698942714-358","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=353&sort=modification_date_search.desc","2016 Nissan X-Trail 2.0 Hybrid SUV - AT KM.90RB BATERAI KO...","https://www.mobil123.com/dijual/nissan-x-trail-hybrid-dki-jakarta-kuningan/12622247","Diperbarui pada: 03 October 2023","Nissan","X-Trail","2016","85 - 90K km","7","Automatic","Rp 228.000.000","DKI Jakarta"
"1698942717-359","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=353&sort=modification_date_search.desc","2013 Porsche Boxster 2.7 Convertible","https://www.mobil123.com/dijual/porsche-boxster-dki-jakarta-menteng/12570462","Diperbarui pada: 03 October 2023","Porsche","Boxster","2013","25 - 30K km","2","Automatic","Rp 1.350.000.000","DKI Jakarta"
"1698942720-360","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=353&sort=modification_date_search.desc","2020 Honda Jazz 1.5 RS Hatchback - siap pakai","https://www.mobil123.com/dijual/honda-jazz-rs-dki-jakarta-mangga-dua/12759825","Diperbarui pada: 03 October 2023","Honda","Jazz","2020","20 - 25K km","5","Automatic","Rp 249.000.000","DKI Jakarta"
"1698942723-361","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=353&sort=modification_date_search.desc","2011 Mercedes-Benz E300 3.0 Avantgarde AMG Sedan - PANORAM...","https://www.mobil123.com/dijual/mercedes-benz-e300-avantgarde-amg-dki-jakarta-panglima-polim/12619502","Diperbarui pada: 03 October 2023","Mercedes-Benz","E-Class","2011","55 - 60K km","5","Automatic","Rp 325.000.000","DKI Jakarta"
"1698942726-362","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=353&sort=modification_date_search.desc","2018 Toyota Sienta 1.5 V MPV","https://www.mobil123.com/dijual/toyota-sienta-v-dki-jakarta-bintaro/12759504","Diperbarui pada: 03 October 2023","Toyota","Sienta","2018","55 - 60K km","7","Automatic","Rp 177.000.000","DKI Jakarta"
"1698942729-363","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=353&sort=modification_date_search.desc","2022 Suzuki SX4 S-Cross 1.5 Hatchback - siap pakai dp ribg...","https://www.mobil123.com/dijual/suzuki-sx4-s-cross-dki-jakarta-cempaka-putih/12759911","Diperbarui pada: 03 October 2023","Suzuki","SX4 S-Cross","2022","0 - 5K km","5","Automatic","Rp 235.000.000","DKI Jakarta"
"1698942732-364","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=353&sort=modification_date_search.desc","2016 Toyota Fortuner 2.7 SRZ SUV","https://www.mobil123.com/dijual/toyota-fortuner-srz-kalimantan-barat-pontianak-kota/12759987","Diperbarui pada: 03 October 2023","Toyota","Fortuner","2016","85 - 90K km","7","Automatic","Rp 399.000.000","Kalimantan Barat"
"1698942735-365","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=353&sort=modification_date_search.desc","2018 Daihatsu Xenia 1.3 R MPV","https://www.mobil123.com/dijual/daihatsu-xenia-r-dki-jakarta-kebayoran-lama/12759992","Diperbarui pada: 03 October 2023","Daihatsu","Xenia","2018","60 - 65K km","7","Automatic","Rp 146.000.000","DKI Jakarta"
"1698942739-366","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=353&sort=modification_date_search.desc","2018 Toyota Kijang Innova 2.4 V MPV - Promo Autober - Paja...","https://www.mobil123.com/dijual/toyota-kijang-innova-v-dki-jakarta-cilandak/12760025","Diperbarui pada: 03 October 2023","Toyota","Kijang Innova","2018","75 - 80K km","8","Automatic","Rp 337.000.000","DKI Jakarta"
"1698942742-367","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=353&sort=modification_date_search.desc","2022 Honda BR-V 1.5 Prestige Honda Sensing SUV - Prestige ...","https://www.mobil123.com/dijual/honda-br-v-prestige-honda-sensing-jawa-tengah-grogol/12672768","Diperbarui pada: 03 October 2023","Honda","BR-V","2022","5 - 10K km","7","Automatic","Rp 285.000.000","Jawa Tengah"
"1698942745-368","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=353&sort=modification_date_search.desc","2015 Nissan X-Trail 2.5 Wagon - DP MULAI 20 JUTA GOOD COND...","https://www.mobil123.com/dijual/nissan-x-trail-jawa-barat-sukmajaya/12642620","Diperbarui pada: 03 October 2023","Nissan","X-Trail","2015","65 - 70K km","7","Automatic","Rp 209.000.000","Jawa Barat"
"1698942748-369","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=353&sort=modification_date_search.desc","2015 Mitsubishi Pajero Sport 2.5 Dakar SUV - Sunroof VGT  ...","https://www.mobil123.com/dijual/mitsubishi-pajero-sport-dakar-jawa-tengah-kartasura/12518106","Diperbarui pada: 03 October 2023","Mitsubishi","Pajero Sport","2015","80 - 85K km","7","Automatic","Rp 338.000.000","Jawa Tengah"
"1698942751-370","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=353&sort=modification_date_search.desc","2016 Honda Brio 1.2 E Hatchback","https://www.mobil123.com/dijual/honda-brio-e-jawa-tengah-grogol/12635551","Diperbarui pada: 03 October 2023","Honda","Brio","2016","75 - 80K km","5","Automatic","Rp 138.000.000","Jawa Tengah"
"1698942754-371","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=353&sort=modification_date_search.desc","2016 Toyota Rush 1.5 TRD Sportivo Ultimo SUV - DP kredit m...","https://www.mobil123.com/dijual/toyota-rush-trd-sportivo-ultimo-dki-jakarta-joglo/12760164","Diperbarui pada: 03 October 2023","Toyota","Rush","2016","55000 km","7","Manual","Rp 155.000.000","DKI Jakarta"
"1698942757-372","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=353&sort=modification_date_search.desc","2011 Mercedes-Benz E300 3.0 Avantgarde AMG Sedan - PANORAM...","https://www.mobil123.com/dijual/mercedes-benz-e300-avantgarde-amg-dki-jakarta-bintaro/12601151","Diperbarui pada: 03 October 2023","Mercedes-Benz","E-Class","2011","55 - 60K km","5","Automatic","Rp 325.000.000","DKI Jakarta"
"1698942760-373","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=353&sort=modification_date_search.desc","2016 Nissan X-Trail 2.0 Hybrid SUV - AT KM.90RB BATERAI KO...","https://www.mobil123.com/dijual/nissan-x-trail-hybrid-dki-jakarta-bintaro/12622229","Diperbarui pada: 03 October 2023","Nissan","X-Trail","2016","85 - 90K km","7","Automatic","Rp 228.000.000","DKI Jakarta"
"1698942763-374","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=353&sort=modification_date_search.desc","2017 Honda Accord 2.4 VTi-L Sedan","https://www.mobil123.com/dijual/honda-accord-vti-l-dki-jakarta-fatmawati/12760265","Diperbarui pada: 03 October 2023","Honda","Accord","2017","90 - 95K km","5","Automatic","Rp 278.000.000","DKI Jakarta"
"1698942766-375","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=353&sort=modification_date_search.desc","2017 Toyota Kijang Innova 2.0 G MPV - 2,0","https://www.mobil123.com/dijual/toyota-kijang-innova-g-dki-jakarta-cengkareng/12760261","Diperbarui pada: 03 October 2023","Toyota","Kijang Innova","2017","49000 km","8","Automatic","Rp 239.000.000","DKI Jakarta"
"1698942769-376","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=353&sort=modification_date_search.desc","2017 Honda CR-V 1.5 Prestige VTEC SUV - 2018 AT TURBO LOW ...","https://www.mobil123.com/dijual/honda-cr-v-prestige-vtec-dki-jakarta-pondok-indah/12760367","Diperbarui pada: 03 October 2023","Honda","CR-V","2017","15 - 20K km","7","Automatic","Rp 385.000.000","DKI Jakarta"
"1698942772-377","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=353&sort=modification_date_search.desc","2014 Mazda 2 1.5 RZ Hatchback - 1,5","https://www.mobil123.com/dijual/mazda-2-rz-dki-jakarta-gambir/12760388","Diperbarui pada: 03 October 2023","Mazda","2","2014","70000 km","5","Automatic","Rp 125.000.000","DKI Jakarta"
"1698942775-378","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=353&sort=modification_date_search.desc","2019 Honda Brio 1.2 Satya E Hatchback - 1,2 Exclusive Gara...","https://www.mobil123.com/dijual/honda-brio-satya-e-banten-ciledug/12760387","Diperbarui pada: 03 October 2023","Honda","Brio","2019","40650 km","5","Automatic","Rp 146.500.000","Banten"
"1698942778-379","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=353&sort=modification_date_search.desc","2017 Daihatsu Sigra 1.2 R MPV - Kondisi Mulus Terawat Isti...","https://www.mobil123.com/dijual/daihatsu-sigra-r-jawa-barat-bekasi-barat/12760401","Diperbarui pada: 03 October 2023","Daihatsu","Sigra","2017","40 - 45K km","7","Automatic","Rp 115.000.000","Jawa Barat"
"1698942781-380","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=353&sort=modification_date_search.desc","2017 Honda CR-V 1.5 Prestige VTEC SUV - 2018 AT TURBO LOW ...","https://www.mobil123.com/dijual/honda-cr-v-prestige-vtec-dki-jakarta-mampang-prapatan/12760414","Diperbarui pada: 03 October 2023","Honda","CR-V","2017","15 - 20K km","7","Automatic","Rp 385.000.000","DKI Jakarta"
"1698942784-381","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=353&sort=modification_date_search.desc","2017 Honda CR-V 1.5 Prestige VTEC SUV - 2018 AT TURBO LOW ...","https://www.mobil123.com/dijual/honda-cr-v-prestige-vtec-dki-jakarta-tebet/12760439","Diperbarui pada: 03 October 2023","Honda","CR-V","2017","15 - 20K km","7","Automatic","Rp 385.000.000","DKI Jakarta"
